"","StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","IC","AgeG","Timer_1_Vignette_First_Click","Timer_1_Vignette_Last_Click","Timer_1_Vignette_Page_Submit","Timer_1_Vignette_Click_Count","AC1","Ch_LoEf_1","Ch_LoEf_2","Ch_LoEf_3","Ch_LoEf_4","Ch_LoEf_5","Ch_LoEf_6","Ch_LoEf_7","Ch_LoEf_8","Ch_LoEf_9","Ch_LoEf_10","Ch_LoEf_11","Ch_LoEf_12","Ch_LoEf_13","Ch_LoEf_14","Ch_LoEf_15","Ch_HiEf_1","Ch_HiEf_2","Ch_HiEf_3","Ch_HiEf_4","Ch_HiEf_5","Ch_HiEf_6","Ch_HiEf_7","Ch_HiEf_8","Ch_HiEf_9","Ch_HiEf_10","Ch_HiEf_11","Ch_HiEf_12","Ch_HiEf_13","Ch_HiEf_14","Ch_HiEf_15","Ef_LoEf","Ef_HiEf","Qu_LoEf","Qu_HiEf","Dif_LoEf","Dif_HiEf","Val_LoEf","Val_HiEf","AC2","Sal_LoEf_1","Sal_HiEf_1","FW1","FW2","FW3","FW4","FW5","FW6","Age","Gen","Gen_3_TEXT","Nat","Cou","Lan","Edu","Lad","FB","SC0"
"102",2024-07-08 10:14:21,2024-07-08 10:30:14,0,"189.217.97.146",100,953,1,2024-07-08 10:30:15,"R_7I6nRQ6tOgPc04F",NA,NA,NA,NA,19.4354,-99.1427,"anonymous","EN",1,1,3.678,84.181,86.606,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,1,7,1,7,7,1,4,7,7,7,7,1,4,7,7,7,4,4,7,7,1,65,65,4,4,4,7,7,4,18,1,NA,"Mexicano",1,1,6,5,NA,274
"103",2024-07-08 10:39:38,2024-07-08 10:46:10,0,"187.251.143.135",100,392,1,2024-07-08 10:46:12,"R_6jwUlXwctnd5pAw",NA,NA,NA,NA,21.0741,-89.5208,"anonymous","EN",1,2,0,0,48.495,0,7,4,4,6,7,7,7,6,7,7,7,7,6,7,7,6,7,6,6,7,7,7,6,7,6,6,7,7,7,7,6,2,7,5,4,4,4,7,7,1,60,60,6,6,1,5,7,5,35,2,NA,"MEXICANA",1,1,10,7,NA,295
"104",2024-07-08 12:22:06,2024-07-08 13:31:26,0,"187.102.237.8",100,4160,1,2024-07-08 13:31:27,"R_6INqyf4brKvx52i",NA,NA,NA,NA,26.9524,-105.6662,"anonymous","EN",1,1,1.34,79.98,81.548,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,4,1,1,1,1,1,1,1,7,1,1,1,7,7,4,4,4,7,7,1,90,90,4,4,4,4,4,4,22,1,NA,"Mexicana",1,1,8,9,NA,223
"105",2024-07-08 13:21:49,2024-07-08 13:32:32,0,"177.226.237.80",100,642,1,2024-07-08 13:32:33,"R_6zeBgsbSLjsFWAp",NA,NA,NA,NA,18.4613,-97.445,"anonymous","EN",1,1,0,0,71.074,0,7,6,1,2,6,6,7,1,6,6,4,1,6,1,1,1,6,4,3,6,6,5,4,6,6,3,4,6,3,3,4,4,7,7,7,5,5,6,6,1,60,60,7,7,4,6,6,4,21,1,NA,"mexicana",1,1,7,3,NA,227
"106",2024-07-06 13:57:53,2024-07-06 13:58:08,0,"201.133.199.227",9,15,0,2024-07-08 13:58:09,"R_3fl95pNtBQKE2zs",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"107",2024-07-08 18:05:12,2024-07-08 18:11:42,0,"187.170.20.47",100,389,1,2024-07-08 18:11:42,"R_5plOvBUzT5h9QDT",NA,NA,NA,NA,19.4357,-99.144,"anonymous","EN",1,1,1.462,26.43,27.3,7,7,4,1,1,1,7,4,1,7,1,1,1,3,1,1,1,7,1,2,4,7,1,1,7,1,1,1,7,1,1,1,2,7,6,6,5,5,6,6,1,70,70,1,1,7,7,4,7,27,1,NA,"Mexicano",1,1,10,7,"La primera parte no se entiende mucho. Yo no se si Antonio o José son cooperativos o éticos cok la poca información brindada",177
"108",2024-07-08 18:10:34,2024-07-08 18:16:53,0,"187.184.19.21",100,378,1,2024-07-08 18:16:53,"R_6iRePiW6bPtN8nT",NA,NA,NA,NA,18.9172,-99.2143,"anonymous","EN",1,2,2.997,70.697,72.704,11,7,7,6,6,6,7,7,6,6,6,6,3,6,7,6,7,6,6,6,7,6,7,6,7,7,7,6,7,6,6,6,4,6,7,7,6,6,7,7,1,60,60,2,6,1,7,6,7,31,2,NA,"Mexicana",1,1,9,8,NA,298
"109",2024-07-08 19:24:46,2024-07-08 19:31:28,0,"187.190.179.67",100,402,1,2024-07-08 19:31:29,"R_64WZST9SwLtv6al",NA,NA,NA,NA,25.7808,-100.3781,"anonymous","EN",1,2,1.336,45.606,93.374,20,7,7,1,4,7,7,7,7,7,4,4,4,7,1,4,4,1,4,4,4,4,1,1,1,1,1,1,4,4,4,1,7,7,7,4,4,4,7,4,1,80,65,7,7,7,7,7,7,31,1,NA,"Mexicano",1,1,10,8,NA,228
"110",2024-07-08 21:34:03,2024-07-08 21:45:09,0,"187.161.134.240",100,665,1,2024-07-08 21:45:10,"R_7isRdBvOOJPF9qR",NA,NA,NA,NA,25.6819,-100.2631,"anonymous","EN",1,2,2.176,56.91,57.511,5,7,1,1,4,4,4,4,4,4,4,1,7,1,4,7,4,7,3,4,7,7,7,7,7,4,4,4,7,4,7,7,4,7,7,7,4,4,4,4,1,65,65,1,1,4,7,7,4,38,2,NA,"Mexicana",1,1,11,4,NA,234
"111",2024-07-09 06:14:43,2024-07-09 06:22:37,0,"200.188.9.203",100,473,1,2024-07-09 06:22:38,"R_1Ok2281EdQ2J1ZH",NA,NA,NA,NA,25.6484,-100.3195,"anonymous","EN",1,1,3.927,46.955,51.599,4,7,4,1,1,1,4,7,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,1,4,1,1,4,1,1,1,1,1,7,7,7,4,4,7,7,1,60,60,7,7,1,4,7,7,29,1,NA,"mexicano",1,1,9,7,NA,162
"112",2024-07-09 08:46:09,2024-07-09 08:56:27,0,"187.189.155.132",100,617,1,2024-07-09 08:56:28,"R_1qlLtn4oSh4iCg6",NA,NA,NA,NA,20.671,-103.3299,"anonymous","EN",1,1,12.353,43.788,51.528,3,7,7,4,4,7,7,7,4,7,7,6,5,7,2,4,4,7,3,7,4,7,7,7,5,7,5,7,6,7,4,4,4,7,6,6,4,4,5,5,1,65,65,1,4,6,6,6,6,18,2,NA,"Mexicana",1,1,9,5,NA,266
"113",2024-07-09 10:41:41,2024-07-09 11:00:06,0,"189.245.109.197",100,1104,1,2024-07-09 11:00:07,"R_6r9v5wfT6ku0FP7",NA,NA,NA,NA,19.2938,-99.1172,"anonymous","EN",1,4,0,0,119.986,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,4,7,7,7,1,60,60,2,2,3,2,7,7,66,1,NA,"mexicano",1,1,9,7,NA,314
"114",2024-07-09 16:55:49,2024-07-09 17:10:56,0,"189.233.190.141",100,906,1,2024-07-09 17:10:57,"R_3j8oTrQkiseLpuj",NA,NA,NA,NA,19.4109,-99.1088,"anonymous","EN",1,2,3.82,94.983,99.981,6,7,5,1,3,4,6,7,6,4,4,3,5,5,1,2,4,7,1,4,6,7,5,7,6,4,3,5,7,2,4,6,4,6,6,6,6,6,7,7,1,60,60,4,4,1,5,4,6,35,2,NA,"mexicana",1,1,9,5,NA,234
"115",2024-07-09 19:49:36,2024-07-09 19:56:50,0,"187.188.167.232",100,434,1,2024-07-09 19:56:51,"R_3drQ58Dkbi9SNUc",NA,NA,NA,NA,19.191,-96.2247,"anonymous","EN",1,2,3.772,49.965,52.187,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,1,7,7,7,4,4,4,4,1,80,80,7,7,7,7,7,4,42,1,NA,"Mexicano",1,1,9,5,NA,311
"116",2024-07-09 20:28:26,2024-07-09 20:41:21,0,"177.247.39.26",100,774,1,2024-07-09 20:41:21,"R_5obsslQKW6kgAmX",NA,NA,NA,NA,25.7311,-100.3306,"anonymous","EN",1,2,6.137,85.334,85.363,19,7,4,2,3,1,6,7,6,6,4,6,3,5,3,2,3,7,4,7,2,7,4,2,7,6,6,7,6,4,1,6,2,7,4,6,4,4,3,5,1,60,65,7,7,2,7,7,7,41,1,NA,"Mexicana",1,1,6,7,NA,235
"117",2024-07-10 10:33:12,2024-07-10 10:41:13,0,"187.251.195.5",100,481,1,2024-07-10 10:41:14,"R_7jdpmeBMqFmYCOQ",NA,NA,NA,NA,19.4001,-99.0692,"anonymous","EN",1,2,0,0,48.949,0,7,6,6,6,7,7,7,7,7,7,6,6,7,6,7,6,7,6,7,5,7,6,7,7,6,7,7,7,7,6,7,4,7,6,6,4,4,6,7,1,70,70,5,5,3,5,6,5,41,2,NA,"Mexicana",1,1,10,6,NA,300
"118",2024-07-10 14:08:27,2024-07-10 14:17:56,0,"189.162.70.105",100,568,1,2024-07-10 14:17:56,"R_34XcDZl02zjxhsZ",NA,NA,NA,NA,21.1603,-101.7332,"anonymous","EN",1,3,156.559,156.559,159.701,1,7,5,6,4,4,5,6,5,5,5,6,5,5,5,6,5,7,6,7,7,7,6,6,7,7,6,7,7,7,7,7,4,7,4,5,3,5,5,6,1,60,65,5,5,7,6,6,6,46,2,NA,"Mexicana",1,1,9,7,"gracias",283
"119",2024-07-10 14:58:03,2024-07-10 15:06:27,0,"187.225.137.190",100,503,1,2024-07-10 15:06:27,"R_5XiJqNToCI4CZY5",NA,NA,NA,NA,19.5502,-99.0136,"anonymous","EN",1,1,10.2,36.23,38.153,4,7,7,4,4,7,7,7,4,7,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,7,7,4,4,7,4,1,90,30,4,4,5,7,4,4,28,2,NA,"Mexicana",1,1,6,5,NA,231
"120",2024-07-10 18:09:20,2024-07-10 18:22:38,0,"189.245.130.233",100,798,1,2024-07-10 18:22:39,"R_3MsAjeS8drmvamS",NA,NA,NA,NA,19.2894,-99.1329,"anonymous","EN",1,2,3.838,59.24,91.201,5,7,5,4,6,6,6,6,6,6,6,5,5,6,5,4,5,7,4,6,4,7,4,6,6,6,5,6,6,6,5,5,4,7,6,6,3,6,7,7,1,60,60,6,6,1,7,6,3,39,1,NA,"Mexicana",1,1,7,5,NA,264
"121",2024-07-10 19:29:27,2024-07-10 19:36:37,0,"201.141.106.146",100,430,1,2024-07-10 19:36:38,"R_539x9LGZUjWmiNe",NA,NA,NA,NA,19.4354,-99.1427,"anonymous","EN",1,2,10.132,48.584,63.5,4,7,7,3,7,4,5,7,4,4,7,4,6,7,3,3,3,7,3,6,7,7,7,7,7,7,4,5,7,4,7,4,4,7,6,6,4,5,5,5,1,60,60,7,7,1,5,7,6,42,2,NA,"Mexicana",1,1,6,6,NA,264
"122",2024-07-10 19:54:17,2024-07-10 20:12:19,0,"192.141.244.142",100,1081,1,2024-07-10 20:12:19,"R_7AMubKUo45T5nIc",NA,NA,NA,NA,19.3122,-99.1308,"anonymous","EN",1,2,137.711,187.256,188.617,5,7,7,5,6,7,7,7,5,7,7,6,7,7,6,5,6,7,6,6,7,7,5,5,7,6,5,7,7,6,5,6,4,7,7,7,7,7,7,7,1,70,70,7,7,6,4,1,1,35,2,NA,"Mexicana",1,1,6,5,NA,291
"123",2024-07-08 23:18:41,2024-07-08 23:19:37,0,"187.214.58.48",18,56,0,2024-07-10 23:19:40,"R_3jjF5W5KLTvm5MS",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1,0.97,34.904,36.109,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"124",2024-07-11 19:28:06,2024-07-11 19:36:59,0,"189.165.224.228",100,532,1,2024-07-11 19:37:00,"R_5oRDWyYMbgW4i8p",NA,NA,NA,NA,19.0154,-98.1912,"anonymous","EN",1,3,6.519,68.19,69.665,3,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,4,7,7,7,4,6,7,7,1,60,60,4,4,3,5,7,1,45,1,NA,"mexicana",1,1,9,7,"interesante",309
"125",2024-07-11 19:38:29,2024-07-11 19:44:00,0,"189.165.224.228",100,331,1,2024-07-11 19:44:01,"R_1HkvbomqErprLqK",NA,NA,NA,NA,19.0154,-98.1912,"anonymous","EN",1,3,4.786,24.5,30.28,6,7,6,6,7,6,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,4,7,7,7,3,7,7,7,1,60,60,6,6,3,5,6,4,45,1,NA,"mexicana",1,1,9,7,"interesante",312
"126",2024-07-11 19:45:19,2024-07-11 19:49:43,0,"189.165.224.228",100,263,1,2024-07-11 19:49:43,"R_7Eb1Ws16JhthJcL",NA,NA,NA,NA,19.0154,-98.1912,"anonymous","EN",1,3,4.141,16.818,27.106,5,7,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3,7,7,7,3,7,7,7,1,60,60,6,6,2,5,7,2,45,1,NA,"mexicana",1,1,9,7,"interesante",312
"127",2024-07-11 19:50:58,2024-07-11 19:55:37,0,"189.165.224.228",100,278,1,2024-07-11 19:55:37,"R_6X4EeBoyPTBXT4N",NA,NA,NA,NA,19.0154,-98.1912,"anonymous","EN",1,3,5.488,13.447,24.203,4,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3,7,7,7,4,7,7,7,1,60,60,6,6,2,5,6,2,45,1,NA,"mexicana",1,1,9,7,"interesante",313
"128",2024-07-11 19:57:07,2024-07-11 20:01:06,0,"189.165.224.228",100,238,1,2024-07-11 20:01:07,"R_6ziRDCLANTySs0J",NA,NA,NA,NA,19.0154,-98.1912,"anonymous","EN",1,3,3.07,5.276,22.159,2,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,4,7,7,7,4,7,7,7,1,60,60,6,6,2,5,6,3,45,1,NA,"mexicana",1,1,9,7,"interesante",315
"129",2024-07-11 20:02:09,2024-07-11 20:05:59,0,"189.165.224.228",100,229,1,2024-07-11 20:05:59,"R_5fW0cqI6vd6cfOp",NA,NA,NA,NA,19.0154,-98.1912,"anonymous","EN",1,3,3.332,9.152,22.835,4,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,4,7,7,7,4,7,7,7,1,60,60,6,6,2,5,6,2,45,1,NA,"mexicana",1,1,9,7,"interesante",314
"130",2024-07-11 20:06:59,2024-07-11 20:10:55,0,"189.165.224.228",100,235,1,2024-07-11 20:10:56,"R_7v200VDdbbbrH1T",NA,NA,NA,NA,19.0154,-98.1912,"anonymous","EN",1,3,2.878,5.486,22.908,2,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,4,7,7,7,4,7,7,7,1,60,60,6,6,2,5,6,3,45,1,NA,"mexicana",1,1,9,7,"interesante",315
"131",2024-07-11 21:31:40,2024-07-11 21:39:43,0,"177.240.137.120",100,483,1,2024-07-11 21:39:44,"R_329dWU36U29shFT",NA,NA,NA,NA,19.6647,-101.2791,"anonymous","EN",1,1,11.718,51.302,52.101,4,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,4,4,7,7,1,60,60,6,6,7,4,7,7,27,1,NA,"Mexicano",1,1,9,4,NA,317
"132",2024-07-12 11:10:15,2024-07-12 11:35:34,0,"177.238.21.232",100,1519,1,2024-07-12 11:35:35,"R_1LdvqmokcqsTPea",NA,NA,NA,NA,17.1007,-96.7279,"anonymous","EN",1,1,0,0,140.721,0,7,6,4,6,6,6,6,6,6,5,4,4,6,4,5,4,6,4,4,6,6,5,6,5,5,4,4,6,4,4,4,3,7,6,6,4,4,5,5,1,65,65,3,3,4,4,5,4,27,1,NA,"Mexicano",1,1,9,3,NA,238
"133",2024-07-10 12:32:11,2024-07-10 12:34:16,0,"187.225.19.150",18,125,0,2024-07-12 12:34:17,"R_12zWfus4ZVCDwp3",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,0,0,47.222,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"134",2024-07-12 13:48:51,2024-07-12 13:55:14,0,"177.225.164.186",100,383,1,2024-07-12 13:55:15,"R_3tlllmvthtqOE7J",NA,NA,NA,NA,20.6018,-103.7221,"anonymous","EN",1,1,0,0,44.849,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,4,4,6,6,7,7,7,7,7,7,4,7,7,7,1,4,7,7,1,60,60,1,1,1,1,7,5,30,1,NA,"mexicano",1,1,9,7,NA,289
"135",2024-07-12 15:41:02,2024-07-12 15:56:23,0,"189.146.105.145",100,921,1,2024-07-12 15:56:24,"R_6EveO0VbkMgGSCF",NA,NA,NA,NA,19.4357,-99.144,"anonymous","EN",1,1,9.261,50.665,59.809,4,2,6,2,7,3,7,7,4,7,7,5,6,7,5,3,4,4,4,4,4,7,4,5,4,4,7,7,4,4,4,4,7,4,7,4,7,7,7,7,1,80,75,4,4,4,1,4,1,20,2,NA,"Mexicana",1,1,6,6,"Me agrado la encuesta",238
"136",2024-07-13 12:27:33,2024-07-13 12:39:07,0,"201.141.110.78",100,694,1,2024-07-13 12:39:08,"R_7EGoYRE6Oper3g0",NA,NA,NA,NA,19.4354,-99.1427,"anonymous","EN",1,1,0,0,65.163,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,1,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,4,4,7,7,7,75,75,1,1,5,7,1,4,29,1,NA,"Mexicana",1,1,9,9,NA,302
"137",2024-07-14 00:13:54,2024-07-14 00:22:59,0,"177.226.103.48",100,545,1,2024-07-14 00:23:00,"R_6oZrOBsNeoG3n6V",NA,NA,NA,NA,24.4461,-104.1229,"anonymous","EN",1,2,2.072,48.815,60.272,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,7,7,1,7,7,7,1,80,80,7,7,1,7,7,7,33,2,NA,"Mexicana",1,2,7,4,"Thank you.",271
"138",2024-07-14 09:04:27,2024-07-14 09:10:49,0,"187.155.106.193",100,382,1,2024-07-14 09:10:50,"R_6GvnnJ4swukNyql",NA,NA,NA,NA,21.0095,-89.5998,"anonymous","EN",1,2,2.434,34.012,49.866,7,7,7,6,7,5,7,7,5,6,6,7,7,7,7,6,4,7,5,7,7,7,6,6,7,7,6,7,7,6,6,7,4,7,7,7,4,6,7,7,1,60,60,6,6,3,7,6,7,41,1,NA,"Mexicano",1,1,8,3,NA,300
"139",2024-07-14 10:47:03,2024-07-14 10:54:41,0,"187.249.114.69",100,457,1,2024-07-14 10:54:42,"R_7G9wLKuLps9WcXn",NA,NA,NA,NA,16.5613,-92.8589,"anonymous","EN",1,1,0.616,21.084,21.843,8,7,7,7,7,7,6,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,4,4,7,7,1,65,60,7,7,4,7,4,1,21,2,NA,"Mexicana",1,1,6,5,NA,307
"140",2024-07-14 21:22:56,2024-07-14 21:32:39,0,"187.189.15.17",100,583,1,2024-07-14 21:32:40,"R_6hDW2Fa7yx52I2W",NA,NA,NA,NA,25.5397,-103.429,"anonymous","EN",1,3,18.138,87.482,91.459,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,6,7,6,7,7,1,7,7,7,4,7,7,7,1,80,80,7,7,1,1,7,5,54,2,NA,"Mexicana",1,1,10,8,"Gracias  buena encuesta",314
"141",2024-07-15 10:16:05,2024-07-15 10:25:22,0,"187.252.207.183",100,556,1,2024-07-15 10:25:22,"R_3QXVxYM8xpbDDtX",NA,NA,NA,NA,18.522,-88.3072,"anonymous","EN",1,2,0,0,115.473,0,7,7,4,6,4,7,7,7,7,7,5,7,7,7,4,6,4,4,7,1,7,1,2,7,5,6,7,6,4,4,7,3,7,7,7,4,4,7,4,1,60,60,6,6,5,6,4,4,36,1,NA,"Mexicano",1,1,9,7,NA,267
"142",2024-07-15 10:02:36,2024-07-15 10:59:38,0,"200.68.185.23",100,3421,1,2024-07-15 10:59:39,"R_3qDxCmP9HaoJz5U",NA,NA,NA,NA,20.7417,-100.4472,"anonymous","EN",1,3,11.513,63.202,65.4,7,7,4,3,4,4,7,7,4,7,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,4,7,6,6,4,4,4,7,1,60,60,4,1,4,7,1,1,49,2,NA,"Mexicana",1,1,6,6,NA,259
"143",2024-07-13 14:18:55,2024-07-13 14:23:51,0,"187.249.114.70",24,295,0,2024-07-15 14:23:57,"R_5JL6QGGdtGeR4vj",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1,2.686,21.662,22.514,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111
"144",2024-07-15 22:25:24,2024-07-15 22:30:47,0,"192.141.244.107",100,323,1,2024-07-15 22:30:48,"R_1vxLAJPoBCjjdGp",NA,NA,NA,NA,19.3122,-99.1308,"anonymous","EN",1,2,8.52,37.378,37.301,7,7,7,1,1,1,7,7,1,7,4,1,1,7,1,1,1,7,1,1,7,7,4,7,7,4,7,7,7,7,4,7,1,7,6,6,4,4,4,7,1,70,90,7,7,7,4,7,7,34,1,NA,"Mexicana",1,1,9,5,NA,237
"145",2024-07-16 01:34:28,2024-07-16 01:39:45,0,"70.115.163.136",100,317,1,2024-07-16 01:39:45,"R_7nAmCRWrShciGEF",NA,NA,NA,NA,26.0505,-97.3131,"anonymous","EN",1,1,37.017,48.694,54.097,2,7,6,2,2,6,7,6,7,4,4,2,5,6,4,3,7,2,3,7,3,6,7,6,6,5,4,7,4,4,5,7,4,3,4,7,4,4,3,6,1,75,70,6,7,4,7,2,2,20,1,NA,"Mexicano",1,1,9,7,"Me gustaría recibir más encuestas de este estilo y espero que llegue bien",238
"146",2024-07-16 23:09:30,2024-07-16 23:17:12,0,"177.240.150.43",100,461,1,2024-07-16 23:17:13,"R_7inRK0Byfkgbp9n",NA,NA,NA,NA,19.7022,-101.1937,"anonymous","EN",1,2,0,0,70.164,0,7,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,6,6,4,4,4,4,1,65,65,7,7,4,1,1,2,32,1,NA,"mexicano",1,1,9,7,NA,122
"147",2024-07-17 07:45:01,2024-07-17 07:49:51,0,"201.175.216.106",100,289,1,2024-07-17 07:49:52,"R_7ibqNIO9xHav87w",NA,NA,NA,NA,21.0186,-89.6801,"anonymous","EN",1,2,3.387,31.738,32.899,8,7,1,1,4,4,6,7,5,7,6,5,1,7,4,6,5,6,3,6,7,7,6,6,7,6,6,6,6,6,6,6,2,7,7,7,4,4,7,7,1,65,65,7,7,1,5,6,6,35,2,NA,"Mexicana",1,1,10,7,NA,267
"148",2024-07-17 10:37:28,2024-07-17 10:42:45,0,"189.165.234.128",100,316,1,2024-07-17 10:42:46,"R_3lixJb6LJI93ICQ",NA,NA,NA,NA,19.0317,-98.2191,"anonymous","EN",1,3,4.675,25.937,27.636,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,3,7,7,7,1,60,60,6,6,4,6,7,2,46,1,NA,"mexicana",1,1,9,7,NA,320
"149",2024-07-18 13:05:47,2024-07-18 13:08:52,0,"187.224.227.102",18,184,0,2024-07-20 13:08:55,"R_5fCR9XKaYdai0kl",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1,20.108,20.108,91.66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"150",2024-07-20 12:57:51,2024-07-20 13:24:33,0,"189.251.7.86",100,1602,1,2024-07-20 13:24:34,"R_5tbznirrGvzgYZF",NA,NA,NA,NA,19.1544,-99.652,"anonymous","EN",1,2,5.083,49.529,89.994,11,7,3,1,3,6,6,4,4,7,5,3,2,6,3,6,2,6,4,4,7,6,7,4,7,4,4,3,6,3,6,4,7,7,7,6,1,1,7,7,1,65,65,5,5,6,7,7,7,38,1,NA,"Mexicano",1,1,9,7,"Sin comentarios",245
"151",2024-07-18 16:16:47,2024-07-18 16:43:18,0,"189.129.49.249",12,1591,0,2024-07-20 16:43:26,"R_1kykG9Hmb9Q2VfX",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"152",2024-07-21 18:29:24,2024-07-21 18:40:47,0,"201.109.0.19",100,683,1,2024-07-21 18:40:47,"R_3OUBmyJnbuexiOk",NA,NA,NA,NA,19.2515,-104.4485,"anonymous","EN",1,3,2.276,51.607,70.156,8,7,6,2,4,5,4,6,4,4,5,4,5,4,4,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,7,6,6,4,4,6,6,1,70,70,5,6,4,3,4,3,49,1,NA,"Mexicana",1,1,10,8,"Es agradable la encuesta y nones tediosa",252
